Namespace(batch_size=64, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='exp24_sa16_lr2e_3_b64_0820', lr=0.002, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.037380, mean_absolute_error: 1.393098, r2_score: -0.371408
Validation 678, loss: 0.599322, mean_absolute_error: 0.590791, r2_score: 0.736553
Train 679, loss: 0.564652, mean_absolute_error: 0.563587, r2_score: 0.745347
Validation 679, loss: 0.757928, mean_absolute_error: 0.670572, r2_score: 0.666834
Train 680, loss: 0.579604, mean_absolute_error: 0.568933, r2_score: 0.738514
Validation 680, loss: 0.673876, mean_absolute_error: 0.629530, r2_score: 0.703781
Train 681, loss: 0.583554, mean_absolute_error: 0.572569, r2_score: 0.736631
Validation 681, loss: 0.602781, mean_absolute_error: 0.582385, r2_score: 0.735033
Train 682, loss: 0.569516, mean_absolute_error: 0.563383, r2_score: 0.743068
Validation 682, loss: 0.647814, mean_absolute_error: 0.619911, r2_score: 0.715237
Train 683, loss: 0.571826, mean_absolute_error: 0.564035, r2_score: 0.741821
Validation 683, loss: 0.667887, mean_absolute_error: 0.619961, r2_score: 0.706414
Train 684, loss: 0.560772, mean_absolute_error: 0.560511, r2_score: 0.746940
Validation 684, loss: 0.556501, mean_absolute_error: 0.549922, r2_score: 0.755376
Train 685, loss: 0.577179, mean_absolute_error: 0.569422, r2_score: 0.739686
Validation 685, loss: 0.576145, mean_absolute_error: 0.570784, r2_score: 0.746741
Train 686, loss: 0.561121, mean_absolute_error: 0.563111, r2_score: 0.746516
Validation 686, loss: 0.587639, mean_absolute_error: 0.574624, r2_score: 0.741689
Train 687, loss: 0.567462, mean_absolute_error: 0.564185, r2_score: 0.743816
Validation 687, loss: 0.734540, mean_absolute_error: 0.653779, r2_score: 0.677115
Train 688, loss: 0.569477, mean_absolute_error: 0.564020, r2_score: 0.743043
Validation 688, loss: 0.584017, mean_absolute_error: 0.574301, r2_score: 0.743281
Train 689, loss: 0.567687, mean_absolute_error: 0.563435, r2_score: 0.743685
Validation 689, loss: 0.597040, mean_absolute_error: 0.575171, r2_score: 0.737557
Train 690, loss: 0.570555, mean_absolute_error: 0.563568, r2_score: 0.742527
Validation 690, loss: 0.558109, mean_absolute_error: 0.559603, r2_score: 0.754669
Train 691, loss: 0.580963, mean_absolute_error: 0.572657, r2_score: 0.737825
Validation 691, loss: 0.616377, mean_absolute_error: 0.596891, r2_score: 0.729056
Train 692, loss: 0.567677, mean_absolute_error: 0.563140, r2_score: 0.743682
Validation 692, loss: 0.811769, mean_absolute_error: 0.704300, r2_score: 0.643167
Train 693, loss: 0.571262, mean_absolute_error: 0.566049, r2_score: 0.742131
Validation 693, loss: 0.570262, mean_absolute_error: 0.569811, r2_score: 0.749327
Train 694, loss: 0.575385, mean_absolute_error: 0.565369, r2_score: 0.740362
Validation 694, loss: 0.568479, mean_absolute_error: 0.554314, r2_score: 0.750111
Train 695, loss: 0.570480, mean_absolute_error: 0.567093, r2_score: 0.742272
Validation 695, loss: 0.837231, mean_absolute_error: 0.717912, r2_score: 0.631975
Train 696, loss: 0.562906, mean_absolute_error: 0.561743, r2_score: 0.745843
Validation 696, loss: 0.694620, mean_absolute_error: 0.642480, r2_score: 0.694662
Train 697, loss: 0.568279, mean_absolute_error: 0.561301, r2_score: 0.743628
Validation 697, loss: 0.624083, mean_absolute_error: 0.590658, r2_score: 0.725669
Train 698, loss: 0.560488, mean_absolute_error: 0.561442, r2_score: 0.746893
Validation 698, loss: 0.618209, mean_absolute_error: 0.593810, r2_score: 0.728251
Train 699, loss: 0.567511, mean_absolute_error: 0.562230, r2_score: 0.744040
Validation 699, loss: 0.651585, mean_absolute_error: 0.615843, r2_score: 0.713580
Train 700, loss: 0.574510, mean_absolute_error: 0.564718, r2_score: 0.740717
Validation 700, loss: 0.608114, mean_absolute_error: 0.582065, r2_score: 0.732688
Train 701, loss: 0.564527, mean_absolute_error: 0.561544, r2_score: 0.745260
Validation 701, loss: 0.783478, mean_absolute_error: 0.688701, r2_score: 0.655603
Train 702, loss: 0.568289, mean_absolute_error: 0.562244, r2_score: 0.743377
Validation 702, loss: 0.560491, mean_absolute_error: 0.554526, r2_score: 0.753622
Train 703, loss: 0.571743, mean_absolute_error: 0.563713, r2_score: 0.741820
Validation 703, loss: 0.618999, mean_absolute_error: 0.588908, r2_score: 0.727904
Train 704, loss: 0.562393, mean_absolute_error: 0.561522, r2_score: 0.746206
Validation 704, loss: 0.718770, mean_absolute_error: 0.634833, r2_score: 0.684047
Train 705, loss: 0.561507, mean_absolute_error: 0.561033, r2_score: 0.746792
Validation 705, loss: 0.682415, mean_absolute_error: 0.618847, r2_score: 0.700027
Train 706, loss: 0.564551, mean_absolute_error: 0.561051, r2_score: 0.745033
Validation 706, loss: 0.548989, mean_absolute_error: 0.540628, r2_score: 0.758678
Train 707, loss: 0.563085, mean_absolute_error: 0.556858, r2_score: 0.745470
Validation 707, loss: 0.585584, mean_absolute_error: 0.557827, r2_score: 0.742592
Train 708, loss: 0.569143, mean_absolute_error: 0.561712, r2_score: 0.743198
Validation 708, loss: 0.687579, mean_absolute_error: 0.643757, r2_score: 0.697758
Train 709, loss: 0.566109, mean_absolute_error: 0.562122, r2_score: 0.744463
Validation 709, loss: 0.539877, mean_absolute_error: 0.533346, r2_score: 0.762684
Train 710, loss: 0.561367, mean_absolute_error: 0.560971, r2_score: 0.746389
Validation 710, loss: 0.644058, mean_absolute_error: 0.597513, r2_score: 0.716888
Train 711, loss: 0.557346, mean_absolute_error: 0.555639, r2_score: 0.748737
Validation 711, loss: 0.571316, mean_absolute_error: 0.565815, r2_score: 0.748864
Train 712, loss: 0.562585, mean_absolute_error: 0.558027, r2_score: 0.746156
Validation 712, loss: 0.639769, mean_absolute_error: 0.612489, r2_score: 0.718774
Train 713, loss: 0.554829, mean_absolute_error: 0.554787, r2_score: 0.749614
Validation 713, loss: 0.621476, mean_absolute_error: 0.592738, r2_score: 0.726815
Train 714, loss: 0.554697, mean_absolute_error: 0.554290, r2_score: 0.749884
Validation 714, loss: 0.654951, mean_absolute_error: 0.613522, r2_score: 0.712100
Train 715, loss: 0.566406, mean_absolute_error: 0.560653, r2_score: 0.744382
Validation 715, loss: 0.569433, mean_absolute_error: 0.565915, r2_score: 0.749692
Train 716, loss: 0.558675, mean_absolute_error: 0.558103, r2_score: 0.747857
Validation 716, loss: 0.585564, mean_absolute_error: 0.569197, r2_score: 0.742601
Train 717, loss: 0.570621, mean_absolute_error: 0.561465, r2_score: 0.742395
Validation 717, loss: 0.633398, mean_absolute_error: 0.607328, r2_score: 0.721574
Train 718, loss: 0.556506, mean_absolute_error: 0.555119, r2_score: 0.748973
Validation 718, loss: 0.607482, mean_absolute_error: 0.579499, r2_score: 0.732966
Train 719, loss: 0.555482, mean_absolute_error: 0.554881, r2_score: 0.749240
Validation 719, loss: 0.536438, mean_absolute_error: 0.545153, r2_score: 0.764195
Train 720, loss: 0.563466, mean_absolute_error: 0.558282, r2_score: 0.745798
Validation 720, loss: 0.547493, mean_absolute_error: 0.547675, r2_score: 0.759336
Train 721, loss: 0.569182, mean_absolute_error: 0.559749, r2_score: 0.743068
Validation 721, loss: 0.556395, mean_absolute_error: 0.552568, r2_score: 0.755423
Train 722, loss: 0.560516, mean_absolute_error: 0.559446, r2_score: 0.747105
Validation 722, loss: 0.559556, mean_absolute_error: 0.548692, r2_score: 0.754033
Train 723, loss: 0.552619, mean_absolute_error: 0.555378, r2_score: 0.750556
Validation 723, loss: 0.737078, mean_absolute_error: 0.657432, r2_score: 0.675999
Train 724, loss: 0.549278, mean_absolute_error: 0.553966, r2_score: 0.752135
Validation 724, loss: 0.829379, mean_absolute_error: 0.713963, r2_score: 0.635426
Train 725, loss: 0.561485, mean_absolute_error: 0.556204, r2_score: 0.746530
Validation 725, loss: 0.646935, mean_absolute_error: 0.608420, r2_score: 0.715624
Train 726, loss: 0.554708, mean_absolute_error: 0.557126, r2_score: 0.749548
Validation 726, loss: 0.601327, mean_absolute_error: 0.584598, r2_score: 0.735672
Train 727, loss: 0.554094, mean_absolute_error: 0.555690, r2_score: 0.749911
Validation 727, loss: 0.634411, mean_absolute_error: 0.606688, r2_score: 0.721129
Train 728, loss: 0.551919, mean_absolute_error: 0.553880, r2_score: 0.750736
Validation 728, loss: 0.625007, mean_absolute_error: 0.584047, r2_score: 0.725263
Train 729, loss: 0.568827, mean_absolute_error: 0.560225, r2_score: 0.743307
Validation 729, loss: 0.626596, mean_absolute_error: 0.583065, r2_score: 0.724564
Train 730, loss: 0.560002, mean_absolute_error: 0.555395, r2_score: 0.747319
Validation 730, loss: 0.602984, mean_absolute_error: 0.577456, r2_score: 0.734943
Train 731, loss: 0.555805, mean_absolute_error: 0.555165, r2_score: 0.748894
Validation 731, loss: 0.589748, mean_absolute_error: 0.572191, r2_score: 0.740762
Train 732, loss: 0.553819, mean_absolute_error: 0.556746, r2_score: 0.750002
Validation 732, loss: 0.589013, mean_absolute_error: 0.570870, r2_score: 0.741085
Train 733, loss: 0.556619, mean_absolute_error: 0.554799, r2_score: 0.748804
Validation 733, loss: 0.572246, mean_absolute_error: 0.559555, r2_score: 0.748455
Train 734, loss: 0.547689, mean_absolute_error: 0.551009, r2_score: 0.752510
Validation 734, loss: 0.556336, mean_absolute_error: 0.550198, r2_score: 0.755449
Train 735, loss: 0.554326, mean_absolute_error: 0.557302, r2_score: 0.750036
Validation 735, loss: 0.637163, mean_absolute_error: 0.609511, r2_score: 0.719919
Train 736, loss: 0.557199, mean_absolute_error: 0.556205, r2_score: 0.748321
Validation 736, loss: 0.625336, mean_absolute_error: 0.602355, r2_score: 0.725118
Train 737, loss: 0.556571, mean_absolute_error: 0.553198, r2_score: 0.748716
Validation 737, loss: 0.589970, mean_absolute_error: 0.582213, r2_score: 0.740664
Train 738, loss: 0.550079, mean_absolute_error: 0.552424, r2_score: 0.751539
Validation 738, loss: 0.835417, mean_absolute_error: 0.719967, r2_score: 0.632772
Train 739, loss: 0.554884, mean_absolute_error: 0.555074, r2_score: 0.749309
Validation 739, loss: 0.589181, mean_absolute_error: 0.580952, r2_score: 0.741011
Train 740, loss: 0.556981, mean_absolute_error: 0.555045, r2_score: 0.748671
Validation 740, loss: 0.570960, mean_absolute_error: 0.552416, r2_score: 0.749020
Train 741, loss: 0.541717, mean_absolute_error: 0.548290, r2_score: 0.755647
Validation 741, loss: 0.563295, mean_absolute_error: 0.547667, r2_score: 0.752390
Train 742, loss: 0.559089, mean_absolute_error: 0.558419, r2_score: 0.747535
Validation 742, loss: 0.571458, mean_absolute_error: 0.561539, r2_score: 0.748801
Train 743, loss: 0.555884, mean_absolute_error: 0.559199, r2_score: 0.749048
Validation 743, loss: 0.547153, mean_absolute_error: 0.557448, r2_score: 0.759485
Train 744, loss: 0.544668, mean_absolute_error: 0.548645, r2_score: 0.753919
Validation 744, loss: 0.705568, mean_absolute_error: 0.636156, r2_score: 0.689850
Train 745, loss: 0.551991, mean_absolute_error: 0.552817, r2_score: 0.750920
Validation 745, loss: 0.573965, mean_absolute_error: 0.561822, r2_score: 0.747699
Train 746, loss: 0.555881, mean_absolute_error: 0.555595, r2_score: 0.748752
Validation 746, loss: 0.554330, mean_absolute_error: 0.543991, r2_score: 0.756331
Train 747, loss: 0.539364, mean_absolute_error: 0.548433, r2_score: 0.756453
Validation 747, loss: 0.576706, mean_absolute_error: 0.576836, r2_score: 0.746494
Train 748, loss: 0.555099, mean_absolute_error: 0.554249, r2_score: 0.749475
Validation 748, loss: 0.617792, mean_absolute_error: 0.603055, r2_score: 0.728434
Train 749, loss: 0.550537, mean_absolute_error: 0.554580, r2_score: 0.751427
Validation 749, loss: 0.597035, mean_absolute_error: 0.584821, r2_score: 0.737559
Train 750, loss: 0.547045, mean_absolute_error: 0.549950, r2_score: 0.753177
Validation 750, loss: 0.540226, mean_absolute_error: 0.537369, r2_score: 0.762530
Train 751, loss: 0.558469, mean_absolute_error: 0.554292, r2_score: 0.747742
Validation 751, loss: 0.592811, mean_absolute_error: 0.575867, r2_score: 0.739415
Train 752, loss: 0.547117, mean_absolute_error: 0.551343, r2_score: 0.752963
Validation 752, loss: 0.611363, mean_absolute_error: 0.579450, r2_score: 0.731260
Train 753, loss: 0.555407, mean_absolute_error: 0.552577, r2_score: 0.749310
Validation 753, loss: 0.606055, mean_absolute_error: 0.578124, r2_score: 0.733593
Train 754, loss: 0.534041, mean_absolute_error: 0.543684, r2_score: 0.759000
Validation 754, loss: 0.523491, mean_absolute_error: 0.523345, r2_score: 0.769887
Train 755, loss: 0.547251, mean_absolute_error: 0.547071, r2_score: 0.752943
Validation 755, loss: 0.532431, mean_absolute_error: 0.534129, r2_score: 0.765957
Train 756, loss: 0.542120, mean_absolute_error: 0.548744, r2_score: 0.755459
Validation 756, loss: 0.545091, mean_absolute_error: 0.537104, r2_score: 0.760392
Train 757, loss: 0.560061, mean_absolute_error: 0.556427, r2_score: 0.747332
Validation 757, loss: 0.563552, mean_absolute_error: 0.551977, r2_score: 0.752277
Train 758, loss: 0.542169, mean_absolute_error: 0.549231, r2_score: 0.755066
Validation 758, loss: 0.645860, mean_absolute_error: 0.604689, r2_score: 0.716096
Train 759, loss: 0.550166, mean_absolute_error: 0.554258, r2_score: 0.751784
Validation 759, loss: 0.644639, mean_absolute_error: 0.598822, r2_score: 0.716633
Train 760, loss: 0.540357, mean_absolute_error: 0.549333, r2_score: 0.756010
Validation 760, loss: 0.521816, mean_absolute_error: 0.520652, r2_score: 0.770623
Train 761, loss: 0.541556, mean_absolute_error: 0.549452, r2_score: 0.755578
Validation 761, loss: 0.617829, mean_absolute_error: 0.590990, r2_score: 0.728418
Train 762, loss: 0.546449, mean_absolute_error: 0.551866, r2_score: 0.753348
Validation 762, loss: 0.571773, mean_absolute_error: 0.569243, r2_score: 0.748663
Train 763, loss: 0.547359, mean_absolute_error: 0.548896, r2_score: 0.753052
Validation 763, loss: 0.681249, mean_absolute_error: 0.629197, r2_score: 0.700540
Train 764, loss: 0.536476, mean_absolute_error: 0.545219, r2_score: 0.758041
Validation 764, loss: 0.543599, mean_absolute_error: 0.541047, r2_score: 0.761048
Train 765, loss: 0.535631, mean_absolute_error: 0.543330, r2_score: 0.758281
Validation 765, loss: 0.601488, mean_absolute_error: 0.587331, r2_score: 0.735601
Train 766, loss: 0.540851, mean_absolute_error: 0.547386, r2_score: 0.755832
Validation 766, loss: 0.581279, mean_absolute_error: 0.567590, r2_score: 0.744484
Train 767, loss: 0.543287, mean_absolute_error: 0.547162, r2_score: 0.754767
Validation 767, loss: 0.579963, mean_absolute_error: 0.556992, r2_score: 0.745063
Train 768, loss: 0.538245, mean_absolute_error: 0.544608, r2_score: 0.757202
Validation 768, loss: 0.603874, mean_absolute_error: 0.577500, r2_score: 0.734552
Train 769, loss: 0.534959, mean_absolute_error: 0.543778, r2_score: 0.758491
Validation 769, loss: 0.582666, mean_absolute_error: 0.561515, r2_score: 0.743875
Train 770, loss: 0.542130, mean_absolute_error: 0.549342, r2_score: 0.755143
Validation 770, loss: 0.749076, mean_absolute_error: 0.666104, r2_score: 0.670725
Train 771, loss: 0.544807, mean_absolute_error: 0.548659, r2_score: 0.753987
Validation 771, loss: 0.548418, mean_absolute_error: 0.538159, r2_score: 0.758929
Train 772, loss: 0.536502, mean_absolute_error: 0.546493, r2_score: 0.757921
Validation 772, loss: 0.631071, mean_absolute_error: 0.599974, r2_score: 0.722597
Train 773, loss: 0.533709, mean_absolute_error: 0.546203, r2_score: 0.758929
Validation 773, loss: 0.553099, mean_absolute_error: 0.557560, r2_score: 0.756871
Train 774, loss: 0.538522, mean_absolute_error: 0.545300, r2_score: 0.756973
Validation 774, loss: 0.658999, mean_absolute_error: 0.619575, r2_score: 0.710321
Train 775, loss: 0.534281, mean_absolute_error: 0.542867, r2_score: 0.758907
Validation 775, loss: 0.538411, mean_absolute_error: 0.530597, r2_score: 0.763328
Train 776, loss: 0.550638, mean_absolute_error: 0.549211, r2_score: 0.751707
Validation 776, loss: 0.566428, mean_absolute_error: 0.556045, r2_score: 0.751013
Train 777, loss: 0.533446, mean_absolute_error: 0.547262, r2_score: 0.759272
Validation 777, loss: 0.572629, mean_absolute_error: 0.571096, r2_score: 0.748287
Train 778, loss: 0.551188, mean_absolute_error: 0.549410, r2_score: 0.751141
Validation 778, loss: 0.597850, mean_absolute_error: 0.588134, r2_score: 0.737200
Train 779, loss: 0.543460, mean_absolute_error: 0.548398, r2_score: 0.754699
Validation 779, loss: 0.615828, mean_absolute_error: 0.589063, r2_score: 0.729298
Train 780, loss: 0.539152, mean_absolute_error: 0.546362, r2_score: 0.756783
Validation 780, loss: 0.555396, mean_absolute_error: 0.557801, r2_score: 0.755862
Train 781, loss: 0.533359, mean_absolute_error: 0.544124, r2_score: 0.759132
Validation 781, loss: 0.583815, mean_absolute_error: 0.567564, r2_score: 0.743370
Train 782, loss: 0.542653, mean_absolute_error: 0.546401, r2_score: 0.755002
Validation 782, loss: 0.616814, mean_absolute_error: 0.592129, r2_score: 0.728864
Train 783, loss: 0.535952, mean_absolute_error: 0.543118, r2_score: 0.758250
Validation 783, loss: 0.716417, mean_absolute_error: 0.641548, r2_score: 0.685081
Train 784, loss: 0.538306, mean_absolute_error: 0.545406, r2_score: 0.756956
Validation 784, loss: 0.573305, mean_absolute_error: 0.573837, r2_score: 0.747990
Train 785, loss: 0.533976, mean_absolute_error: 0.545438, r2_score: 0.758904
Validation 785, loss: 0.669854, mean_absolute_error: 0.625509, r2_score: 0.705549
Train 786, loss: 0.544354, mean_absolute_error: 0.548972, r2_score: 0.754263
Validation 786, loss: 0.632475, mean_absolute_error: 0.609577, r2_score: 0.721980
Train 787, loss: 0.545276, mean_absolute_error: 0.545134, r2_score: 0.753954
Validation 787, loss: 0.583980, mean_absolute_error: 0.571919, r2_score: 0.743297
Train 788, loss: 0.545651, mean_absolute_error: 0.548494, r2_score: 0.753983
Validation 788, loss: 0.617227, mean_absolute_error: 0.588491, r2_score: 0.728683
Train 789, loss: 0.530910, mean_absolute_error: 0.541771, r2_score: 0.760589
Validation 789, loss: 0.521768, mean_absolute_error: 0.530864, r2_score: 0.770644
Train 790, loss: 0.532120, mean_absolute_error: 0.545070, r2_score: 0.759776
Validation 790, loss: 0.557765, mean_absolute_error: 0.553420, r2_score: 0.754821
Train 791, loss: 0.541492, mean_absolute_error: 0.547563, r2_score: 0.755657
Validation 791, loss: 0.581574, mean_absolute_error: 0.563543, r2_score: 0.744355
Train 792, loss: 0.541533, mean_absolute_error: 0.547384, r2_score: 0.755560
Validation 792, loss: 0.618483, mean_absolute_error: 0.589891, r2_score: 0.728131
Train 793, loss: 0.546677, mean_absolute_error: 0.548429, r2_score: 0.753316
Validation 793, loss: 0.560745, mean_absolute_error: 0.553830, r2_score: 0.753510
Train 794, loss: 0.543819, mean_absolute_error: 0.546755, r2_score: 0.754631
Validation 794, loss: 0.628860, mean_absolute_error: 0.610219, r2_score: 0.723569
Train 795, loss: 0.534501, mean_absolute_error: 0.542637, r2_score: 0.758827
Validation 795, loss: 0.554048, mean_absolute_error: 0.549712, r2_score: 0.756455
Train 796, loss: 0.545756, mean_absolute_error: 0.548222, r2_score: 0.753723
Validation 796, loss: 0.607602, mean_absolute_error: 0.587230, r2_score: 0.732914
Train 797, loss: 0.526287, mean_absolute_error: 0.538278, r2_score: 0.762197
Validation 797, loss: 0.595593, mean_absolute_error: 0.566260, r2_score: 0.738193
Train 798, loss: 0.536051, mean_absolute_error: 0.542835, r2_score: 0.758015
Validation 798, loss: 0.576954, mean_absolute_error: 0.554485, r2_score: 0.746386
Train 799, loss: 0.526511, mean_absolute_error: 0.538995, r2_score: 0.762534
Validation 799, loss: 0.553583, mean_absolute_error: 0.554972, r2_score: 0.756659
Train 800, loss: 0.537128, mean_absolute_error: 0.541957, r2_score: 0.757743
Validation 800, loss: 0.553465, mean_absolute_error: 0.546988, r2_score: 0.756711
Train 801, loss: 0.530118, mean_absolute_error: 0.539607, r2_score: 0.760585
Validation 801, loss: 0.548564, mean_absolute_error: 0.548182, r2_score: 0.758865
Train 802, loss: 0.532815, mean_absolute_error: 0.538978, r2_score: 0.759332
Validation 802, loss: 0.562577, mean_absolute_error: 0.554817, r2_score: 0.752705
Train 803, loss: 0.544637, mean_absolute_error: 0.545943, r2_score: 0.754101
Validation 803, loss: 0.535856, mean_absolute_error: 0.532179, r2_score: 0.764451
Train 804, loss: 0.542908, mean_absolute_error: 0.545140, r2_score: 0.754944
Validation 804, loss: 0.589898, mean_absolute_error: 0.573782, r2_score: 0.740696
Train 805, loss: 0.522628, mean_absolute_error: 0.537184, r2_score: 0.764001
Validation 805, loss: 0.533897, mean_absolute_error: 0.541020, r2_score: 0.765312
Train 806, loss: 0.540333, mean_absolute_error: 0.543419, r2_score: 0.756063
Validation 806, loss: 0.545613, mean_absolute_error: 0.539240, r2_score: 0.760162
Train 807, loss: 0.535881, mean_absolute_error: 0.542793, r2_score: 0.758063
Validation 807, loss: 0.558115, mean_absolute_error: 0.556104, r2_score: 0.754667
Train 808, loss: 0.526614, mean_absolute_error: 0.537769, r2_score: 0.762434
Validation 808, loss: 0.577843, mean_absolute_error: 0.559568, r2_score: 0.745995
Train 809, loss: 0.530712, mean_absolute_error: 0.541638, r2_score: 0.760487
Validation 809, loss: 0.535754, mean_absolute_error: 0.543615, r2_score: 0.764496
Train 810, loss: 0.533796, mean_absolute_error: 0.541408, r2_score: 0.758896
Validation 810, loss: 0.588915, mean_absolute_error: 0.563640, r2_score: 0.741128
Train 811, loss: 0.529175, mean_absolute_error: 0.538079, r2_score: 0.761380
Validation 811, loss: 0.677389, mean_absolute_error: 0.628587, r2_score: 0.702237
Train 812, loss: 0.531361, mean_absolute_error: 0.540741, r2_score: 0.760117
Validation 812, loss: 0.639556, mean_absolute_error: 0.592163, r2_score: 0.718867
Train 813, loss: 0.531008, mean_absolute_error: 0.538190, r2_score: 0.760271
Validation 813, loss: 0.663334, mean_absolute_error: 0.619827, r2_score: 0.708415
Train 814, loss: 0.542732, mean_absolute_error: 0.546542, r2_score: 0.755159
Validation 814, loss: 0.559333, mean_absolute_error: 0.560625, r2_score: 0.754131
Train 815, loss: 0.540261, mean_absolute_error: 0.543872, r2_score: 0.756232
Validation 815, loss: 0.562422, mean_absolute_error: 0.549453, r2_score: 0.752774
Train 816, loss: 0.534020, mean_absolute_error: 0.539604, r2_score: 0.759101
Validation 816, loss: 0.568464, mean_absolute_error: 0.558315, r2_score: 0.750117
Train 817, loss: 0.532179, mean_absolute_error: 0.539190, r2_score: 0.759787
Validation 817, loss: 0.538800, mean_absolute_error: 0.539391, r2_score: 0.763157
Train 818, loss: 0.533002, mean_absolute_error: 0.543338, r2_score: 0.759227
Validation 818, loss: 0.530389, mean_absolute_error: 0.534175, r2_score: 0.766854
Train 819, loss: 0.536687, mean_absolute_error: 0.543781, r2_score: 0.757799
Validation 819, loss: 0.545483, mean_absolute_error: 0.547350, r2_score: 0.760219
Train 820, loss: 0.533476, mean_absolute_error: 0.539610, r2_score: 0.759117
Validation 820, loss: 0.666803, mean_absolute_error: 0.619287, r2_score: 0.706890
Train 821, loss: 0.531543, mean_absolute_error: 0.543127, r2_score: 0.760058
Validation 821, loss: 0.543036, mean_absolute_error: 0.543793, r2_score: 0.761295
Train 822, loss: 0.516899, mean_absolute_error: 0.533165, r2_score: 0.766465
Validation 822, loss: 0.705942, mean_absolute_error: 0.643550, r2_score: 0.689686
Train 823, loss: 0.525717, mean_absolute_error: 0.539160, r2_score: 0.762650
Validation 823, loss: 0.547111, mean_absolute_error: 0.546034, r2_score: 0.759504
Train 824, loss: 0.534429, mean_absolute_error: 0.539375, r2_score: 0.758601
Validation 824, loss: 0.526964, mean_absolute_error: 0.525154, r2_score: 0.768360
Train 825, loss: 0.529950, mean_absolute_error: 0.537977, r2_score: 0.760715
Validation 825, loss: 0.543914, mean_absolute_error: 0.533636, r2_score: 0.760909
Train 826, loss: 0.530024, mean_absolute_error: 0.541445, r2_score: 0.760772
Validation 826, loss: 0.666366, mean_absolute_error: 0.615440, r2_score: 0.707082
Train 827, loss: 0.527402, mean_absolute_error: 0.535442, r2_score: 0.762039
Validation 827, loss: 0.572785, mean_absolute_error: 0.558037, r2_score: 0.748218
Train 828, loss: 0.526855, mean_absolute_error: 0.537773, r2_score: 0.762033
Validation 828, loss: 0.573706, mean_absolute_error: 0.569714, r2_score: 0.747813
Train 829, loss: 0.515097, mean_absolute_error: 0.532979, r2_score: 0.767576
Validation 829, loss: 0.661871, mean_absolute_error: 0.608164, r2_score: 0.709058
Train 830, loss: 0.526964, mean_absolute_error: 0.537159, r2_score: 0.762282
Validation 830, loss: 0.563174, mean_absolute_error: 0.544798, r2_score: 0.752443
Train 831, loss: 0.523782, mean_absolute_error: 0.538056, r2_score: 0.763635
Validation 831, loss: 0.754018, mean_absolute_error: 0.671278, r2_score: 0.668553
Train 832, loss: 0.537287, mean_absolute_error: 0.540250, r2_score: 0.757486
Validation 832, loss: 0.546772, mean_absolute_error: 0.539748, r2_score: 0.759653
Train 833, loss: 0.523252, mean_absolute_error: 0.535877, r2_score: 0.763912
Validation 833, loss: 0.623899, mean_absolute_error: 0.592872, r2_score: 0.725750
Train 834, loss: 0.519578, mean_absolute_error: 0.535568, r2_score: 0.765378
Validation 834, loss: 0.695202, mean_absolute_error: 0.640157, r2_score: 0.694407
Train 835, loss: 0.525673, mean_absolute_error: 0.537534, r2_score: 0.762954
Validation 835, loss: 0.550667, mean_absolute_error: 0.538226, r2_score: 0.757941
Train 836, loss: 0.533725, mean_absolute_error: 0.538165, r2_score: 0.759257
Validation 836, loss: 0.559605, mean_absolute_error: 0.552211, r2_score: 0.754012
Train 837, loss: 0.527594, mean_absolute_error: 0.537288, r2_score: 0.761737
Validation 837, loss: 0.603230, mean_absolute_error: 0.583634, r2_score: 0.734835
Train 838, loss: 0.529661, mean_absolute_error: 0.536888, r2_score: 0.760917
Validation 838, loss: 0.547265, mean_absolute_error: 0.546488, r2_score: 0.759436
Train 839, loss: 0.525172, mean_absolute_error: 0.539197, r2_score: 0.763000
Validation 839, loss: 0.543210, mean_absolute_error: 0.534400, r2_score: 0.761219
Train 840, loss: 0.520611, mean_absolute_error: 0.534883, r2_score: 0.764956
Validation 840, loss: 0.630792, mean_absolute_error: 0.581943, r2_score: 0.722720
Train 841, loss: 0.530724, mean_absolute_error: 0.538240, r2_score: 0.760498
Validation 841, loss: 0.585722, mean_absolute_error: 0.572337, r2_score: 0.742532
Train 842, loss: 0.521158, mean_absolute_error: 0.536099, r2_score: 0.764897
Validation 842, loss: 0.576613, mean_absolute_error: 0.556134, r2_score: 0.746536
Train 843, loss: 0.532689, mean_absolute_error: 0.536164, r2_score: 0.759378
Validation 843, loss: 0.636826, mean_absolute_error: 0.605835, r2_score: 0.720067
Train 844, loss: 0.526897, mean_absolute_error: 0.539807, r2_score: 0.762147
Validation 844, loss: 0.566984, mean_absolute_error: 0.544542, r2_score: 0.750768
Train 845, loss: 0.528462, mean_absolute_error: 0.536283, r2_score: 0.761289
Validation 845, loss: 0.531625, mean_absolute_error: 0.529396, r2_score: 0.766311
Train 846, loss: 0.526885, mean_absolute_error: 0.539948, r2_score: 0.762346
Validation 846, loss: 0.640488, mean_absolute_error: 0.599569, r2_score: 0.718458
Train 847, loss: 0.512284, mean_absolute_error: 0.529323, r2_score: 0.768605
Validation 847, loss: 0.571245, mean_absolute_error: 0.558956, r2_score: 0.748895
Train 848, loss: 0.515427, mean_absolute_error: 0.528914, r2_score: 0.767282
